pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21
"AB1 2BD","AB1  2BD","AB1 2BD","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394146","0806175","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001531","01C28","S99999999","S01000107","S02000018","1","2A1","S00090584","S01006588","S02001250","S34000041","S03000012","S99999999","S99999999","1","2B1",57.146425,-2.098378,"S99999999","","S23000009",3265,"S99999999","S99999999","","",""
"AB1 2BE","AB1  2BE","AB1 2BE","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394621","0806190","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001616","01C28","S99999999","S01000108","S02000022","1","2A1","S00090678","S01006637","S02001259","S34003092","S03000012","S99999999","S99999999","1","2B1",57.146565,-2.090529,"S99999999","","S23000009",2463,"S99999999","S99999999","","",""
"AB1 2BF","AB1  2BF","AB1 2BF","198208","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394566","0806211","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001616","01C28","S99999999","S01000108","S02000022","1","2A1","S00090675","S01006589","S02001250","S34003092","S03000012","S99999999","S99999999","1","2B1",57.146753,-2.091438,"S99999999","","S23000009",3415,"S99999999","S99999999","","",""
"AB1 2BG","AB1  2BG","AB1 2BG","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393972","0806090","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001527","01C27","S99999999","S01000109","S02000018","1","2A1","S00090579","S01006586","S02001249","S34000033","S03000012","S99999999","S99999999","1","2B1",57.145659,-2.101252,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 2BH","AB1  2BH","AB1 2BH","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394067","0806140","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001531","01C28","S99999999","S01000107","S02000018","1","2A1","S00090584","S01006588","S02001250","S34000042","S03000012","S99999999","S99999999","1","2B1",57.146109,-2.099683,"S99999999","","S23000009",3265,"S99999999","S99999999","","",""
"AB1 2BJ","AB1  2BJ","AB1 2BJ","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394257","0806238","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001617","01C28","S99999999","S01000107","S02000018","1","2A1","S00090679","S01006588","S02001250","S34003079","S03000012","S99999999","S99999999","1","2B1",57.146992,-2.096545,"S99999999","","S23000009",3265,"S99999999","S99999999","","",""
"AB1 2BL","AB1  2BL","AB1 2BL","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394306","0806205","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001617","01C28","S99999999","S01000107","S02000018","1","2A1","S00090679","S01006588","S02001250","S34003079","S03000012","S99999999","S99999999","1","2B1",57.146696,-2.095735,"S99999999","","S23000009",3265,"S99999999","S99999999","","",""
"AB1 2BN","AB1  2BN","AB1 2BN","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394311","0806264","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001617","01C28","S99999999","S01000107","S02000018","1","2A1","S00090679","S01006588","S02001250","S34003079","S03000012","S99999999","S99999999","1","2B1",57.147226,-2.095654,"S99999999","","S23000009",3265,"S99999999","S99999999","","",""
"AB1 2BP","AB1  2BP","AB1 2BP","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394342","0806279","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001615","01C28","S99999999","S01000107","S02000018","1","2A1","S00090676","S01006589","S02001250","S34003122","S03000012","S99999999","S99999999","1","2B1",57.147361,-2.095142,"S99999999","","S23000009",3415,"S99999999","S99999999","","",""
"AB1 2BQ","AB1  2BQ","AB1 2BQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393734","0805965","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001528","01C27","S99999999","S01000100","S02000018","1","2A1","S00090580","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2B2",57.144533,-2.105182,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2BR","AB1  2BR","AB1 2BR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393701","0805941","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001528","01C27","S99999999","S01000100","S02000018","1","2A1","S00090580","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2B2",57.144317,-2.105726,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2BS","AB1  2BS","AB1 2BS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393617","0805890","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000032","S03000012","S99999999","S99999999","1","2C1",57.143857,-2.107113,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2BT","AB1  2BT","AB1 2BT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393588","0805876","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000032","S03000012","S99999999","S99999999","1","2C1",57.143731,-2.107592,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2BU","AB1  2BU","AB1 2BU","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394372","0806298","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001615","01C28","S99999999","S01000107","S02000018","1","2A1","S00090676","S01006589","S02001250","S34003122","S03000012","S99999999","S99999999","1","2B1",57.147533,-2.094646,"S99999999","","S23000009",3415,"S99999999","S99999999","","",""
"AB1 2BW","AB1  2BW","AB1 2BW","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394368","0806285","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001615","01C28","S99999999","S01000107","S02000018","1","2A1","S00090676","S01006589","S02001250","S34003122","S03000012","S99999999","S99999999","1","2B1",57.147416,-2.094712,"S99999999","","S23000009",3415,"S99999999","S99999999","","",""
"AB1 2BX","AB1  2BX","AB1 2BX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393546","0805856","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000032","S03000012","S99999999","S99999999","1","2C1",57.143551,-2.108286,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2BY","AB1  2BY","AB1 2BY","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394354","0806274","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001615","01C28","S99999999","S01000107","S02000018","1","2A1","S00090676","S01006589","S02001250","S34003122","S03000012","S99999999","S99999999","1","2B1",57.147317,-2.094943,"S99999999","","S23000009",3415,"S99999999","S99999999","","",""
"AB1 2BZ","AB1  2BZ","AB1 2BZ","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","394306","0806136","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001615","01C28","S99999999","S01000107","S02000018","1","2A1","S00090676","S01006589","S02001250","S34003122","S03000012","S99999999","S99999999","1","2B1",57.146076,-2.095733,"S99999999","","S23000009",3415,"S99999999","S99999999","","",""
"AB1 2DA","AB1  2DA","AB1 2DA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393468","0805829","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.143307,-2.109574,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DB","AB1  2DB","AB1 2DB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393403","0805798","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34002995","S03000012","S99999999","S99999999","1","2C1",57.143028,-2.110647,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DD","AB1  2DD","AB1 2DD","197308","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393793","0805876","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001529","01C27","S99999999","S01000100","S02000018","1","5C2","S00090581","S01006582","S02001249","S34003029","S03000012","S99999999","S99999999","1","7B1",57.143734,-2.104204,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DE","AB1  2DE","AB1 2DE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393692","0805648","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000031","S03000012","S99999999","S99999999","1","2C1",57.141685,-2.105868,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DF","AB1  2DF","AB1 2DF","199402","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393705","0805688","3","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000029","S03000012","S99999999","S99999999","1","2C1",57.142044,-2.105654,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DG","AB1  2DG","AB1 2DG","198001","199512","S99999999","S99999999","S12000033","S13002846","S99999999","0","393690","0805750","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000029","S03000012","S99999999","S99999999","1","2C1",57.142601,-2.105903,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DH","AB1  2DH","AB1 2DH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393639","0805690","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.142061,-2.106744,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DJ","AB1  2DJ","AB1 2DJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393653","0805760","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000029","S03000012","S99999999","S99999999","1","2C1",57.142690,-2.106515,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DL","AB1  2DL","AB1 2DL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393577","0805763","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.142716,-2.107771,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DN","AB1  2DN","AB1 2DN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393653","0805681","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.141980,-2.106513,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DP","AB1  2DP","AB1 2DP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393510","0805831","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.143326,-2.108880,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DQ","AB1  2DQ","AB1 2DQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393782","0805985","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001530","01C28","S99999999","S01000098","S02000018","1","2A1","S00090582","S01006587","S02001250","S34003003","S03000012","S99999999","S99999999","1","2B1",57.144713,-2.104389,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2DR","AB1  2DR","AB1 2DR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393770","0805945","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001530","01C28","S99999999","S01000098","S02000018","1","2A1","S00090582","S01006587","S02001250","S34003003","S03000012","S99999999","S99999999","1","2B1",57.144354,-2.104586,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2DS","AB1  2DS","AB1 2DS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393834","0805766","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001520","01C27","S99999999","S01000098","S02000018","1","2A1","S00090571","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2A3",57.142747,-2.103524,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2DT","AB1  2DT","AB1 2DT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393692","0805934","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001528","01C27","S99999999","S01000100","S02000018","1","2A1","S00090580","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2B2",57.144254,-2.105875,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DU","AB1  2DU","AB1 2DU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393546","0805714","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001524","01C27","S99999999","S01000100","S02000018","1","2B2","S00090576","S01006582","S02001249","S34002995","S03000012","S99999999","S99999999","1","2C1",57.142275,-2.108282,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DW","AB1  2DW","AB1 2DW","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393569","0805758","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.142671,-2.107903,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DX","AB1  2DX","AB1 2DX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393713","0805624","6","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000031","S03000012","S99999999","S99999999","1","2C1",57.141469,-2.105520,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2DY","AB1  2DY","AB1 2DY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393843","0805847","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001520","01C27","S99999999","S01000098","S02000018","1","2A1","S00090570","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2B2",57.143474,-2.103377,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2DZ","AB1  2DZ","AB1 2DZ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393883","0805833","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090573","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2B1",57.143349,-2.102716,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EA","AB1  2EA","AB1 2EA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393705","0805867","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001528","01C27","S99999999","S01000100","S02000018","1","2A1","S00090580","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2B2",57.143652,-2.105658,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2EB","AB1  2EB","AB1 2EB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393737","0805774","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000075","01C27","S99999999","S01000100","S02000018","1","2A1","S00089037","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2B1",57.142817,-2.105127,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2ED","AB1  2ED","AB1 2ED","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393763","0805695","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001521","01C27","S99999999","S01000100","S02000018","1","2B2","S00090572","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2C1",57.142108,-2.104696,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2EE","AB1  2EE","AB1 2EE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393867","0805750","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001520","01C27","S99999999","S01000098","S02000018","1","2A1","S00090571","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2A3",57.142603,-2.102978,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EF","AB1  2EF","AB1 2EF","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393894","0805666","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000072","01C27","S99999999","S01000098","S02000018","1","2A1","S00089034","S01006590","S02001250","S34002969","S03000012","S99999999","S99999999","1","2D1",57.141849,-2.102530,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EG","AB1  2EG","AB1 2EG","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393833","0805674","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000072","01C27","S99999999","S01000098","S02000018","1","2A1","S00089034","S01006590","S02001250","S34002969","S03000012","S99999999","S99999999","1","2D1",57.141920,-2.103538,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EH","AB1  2EH","AB1 2EH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393792","0805608","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000069","01C27","S99999999","S01000098","S02000018","1","2B2","S00089032","S01006590","S02001250","S34002969","S03000012","S99999999","S99999999","1","2C1",57.141327,-2.104214,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EJ","AB1  2EJ","AB1 2EJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393777","0805581","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000031","S03000012","S99999999","S99999999","1","2C1",57.141084,-2.104461,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2EL","AB1  2EL","AB1 2EL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393717","0805745","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000029","S03000012","S99999999","S99999999","1","2C1",57.142556,-2.105457,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2EN","AB1  2EN","AB1 2EN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393551","0805802","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34000030","S03000012","S99999999","S99999999","1","2C1",57.143066,-2.108201,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2EP","AB1  2EP","AB1 2EP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393361","0805727","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000242","01C27","S99999999","S01000101","S02000019","1","2A1","S00089212","S01006571","S02001247","S34003058","S03000012","S99999999","S99999999","1","2B1",57.142389,-2.111339,"S99999999","","S23000009",6414,"S99999999","S99999999","","",""
"AB1 2EQ","AB1  2EQ","AB1 2EQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393410","0805680","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001523","01C27","S99999999","S01000100","S02000018","1","2B2","S00090575","S01006582","S02001249","S34002995","S03000012","S99999999","S99999999","1","2C1",57.141968,-2.110528,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2ER","AB1  2ER","AB1 2ER","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393305","0805560","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001515","01C27","S99999999","S01000094","S02000018","1","2A1","S00090565","S01006583","S02001249","S34003095","S03000012","S99999999","S99999999","1","2B1",57.140888,-2.112260,"S99999999","","S23000009",5250,"S99999999","S99999999","","",""
"AB1 2ES","AB1  2ES","AB1 2ES","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393539","0805552","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001513","01C27","S99999999","S01000094","S02000018","1","2A1","S00090563","S01006583","S02001249","S34002995","S03000012","S99999999","S99999999","1","2C2",57.140820,-2.108393,"S99999999","","S23000009",5250,"S99999999","S99999999","","",""
"AB1 2ET","AB1  2ET","AB1 2ET","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393899","0805846","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090573","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2B1",57.143466,-2.102452,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EU","AB1  2EU","AB1 2EU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393797","0805796","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001520","01C27","S99999999","S01000098","S02000018","1","2A1","S00090571","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2A3",57.143016,-2.104136,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EW","AB1  2EW","AB1 2EW","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393798","0805732","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001521","01C27","S99999999","S01000100","S02000018","1","2B2","S00090572","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2C1",57.142441,-2.104118,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2EX","AB1  2EX","AB1 2EX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393921","0805867","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090573","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2B1",57.143655,-2.102089,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2EY","AB1  2EY","AB1 2EY","198001","199512","S99999999","S99999999","S12000033","S13002846","S99999999","0","393770","0805860","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001529","01C27","S99999999","S01000100","S02000018","1","5C2","S00090581","S01006582","S02001249","S34003029","S03000012","S99999999","S99999999","1","7B1",57.143590,-2.104584,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
